S.,Aff. No.,Name of,Organization & address,Contact person/,Email Id/ Website,Project Details,,,,
,,"H.No. 167, Seemapuri Town -",,8449460788,,"Medical centre,",,,,
,,"Khekda, Dist Bhagpat, ",,,,"Tailoring centre, ",,,,
,,Uttar Pradesh - 250101,,,,Cattle camp,,,,
11,452,"Balaji Samudayeek Vikas Samiti, ",,Smt. Saroj –,mayurkansal35@gmail.com,,,,,
,,"House No. 779, Shri Nagar, ",,"09319927116, ",,◆,,,,
,,Dist – Hapur – 245101,,(O) 09319927116,,No detail,,,,
12,453,"Manav Seva Mission, ",,S.P.Gupta –,-,,,,,
,,"2-1/239, Basera, ",,9897014438,,◆,,,,
,,,,,,Clean Town Campaign,,,,
,,,,,,129,,,,
,,"New Shivpuri, ",,,,,,,,
,,Hapur - 245101,,,,,,,,
13,454,"Adarsh Gaushala Samiti, ",Ajay Jaidev-,-,,,,,,
,,"Vill Gurukul Pooth, ","09411029775, ",,,,,,,
,,"Post Bahadur Garh, ",(O) 09837402192,,Goshala,,,,,
,,"Mukteshwar - 255208, Hapur ",,,,,,,,
14,455,Sri Krishna Yadav Charitable,Rampal Singh Yadav –,-,,,,,,
,,"Trust, ","9411095664, ",,,,,,,
,,"28 – 29, Indira Avas, ",(O) 9897401684,,SHG,,,,,
,,"Sahkari Samiti, ",,,,,,,,
,,"Milan Vihar, Delhi Road, ",,,,,,,,
,,Moradabad - 244001,,,,,,,,
15,456,Shri Ram Krishna Dharmarth,Narpat Singh-,-,,,,,,
,,"Trust, ",9412866498,,,,,,,
,,"2/ 1400, Budh Vihar, ",,,SHG,,,,,
,,Moradabad – 244001,,,,,,,,
16,461,"Shree Sanatan Dharam Sabha, ",Aneja –,aneja.om@gmail.com,,,,,,
,,"E – 88, Sector - 55, ","09811791705, ",,,,,,,
,,Noida - 201301,(O) 0120 – 2490661,,No detail,,,,,
17,462,Alok Bhatia Memorial,ER. Satischandra -,neagrawal49@gmail.com,,,,,,
,,"Sewa Bharati Charitable Trust,","09319318239, ",,,,,,,
,,"626/6, Shastri Nagar, ",(O) 0121 - 2762689,,No detail,,,,,
,,Meerut – 250004,,,,,,,,
18,469,Rashtriya Samaj Evam,Sunita Saini -,touchindia12@gmail.com,,,,,,
,,"Dharmarth Seva Sansthan, ",9212251487,,,,,,,
,,"Dharmarth Ashram, ",,,No detail,,,,,
,,"B - 366, Swarn Jayanthipuram,",,,,,,,,
,,Gaziabad - 201005,,,,,,,,
19,475,"Jeevan Uday, ",Priyanka Sharma-,"jivanuday@yahoo.com,",,,,,,
,,"9/17, Sec – III, ","9350293850, ",www.jivanuday.com,,,,,,
,,"Rajendra Nagar, ","(O) 09810859854,",,No detail,,,,,
,,"Sahibabad, ",9350293850,,,,,,,
,,,,,,130,,,,
,,Ghaziabad - 201005,,,,,,,,
20,476,"Om Seva Samiti, ",,Pankaj Rashtogi –,"omsewasamiti@gmail.com, ",,,,,
,,"412, Karai Gunj, ",,"0941 – 2200250, ",www.omsewasamiti.com,,,,,
,,"B.C. Bazaar - 250001, ",,(O) 0941 – 2200250,,No detail,,,,
,,Meerut,,,,,,,,
21,477,"Karmyoga International, ",,Harish Chandra Saini -,"info@pavitram.org, ",,,,,
,,"M - 202, Plot No. 3/144, ",,"09312371570, ","pavitram@pavitram.org, ",,,,,
,,"Sector – 2, Rajendra Nagar, ",,9717189911,"acharyavivekaditya@pavitfram.org,",Yoga training,,,,
,,Ghaziabad – 201005,,,www.pavitram.org,,,,,
22,479,Mokshda Paryavaran Evam Van,,Lt.Col. R.K.Gupta -,"vkamokshda@gmail.com,",,,,,
,,Suraksha,"Samiti,","09899978892, ",www.mokshda.org,◆ Environment,,,,
,,"KB – 109, Kavi Nagar, ",,(O) 0120 – 2700763,,"protection, ‘Harit",,,,
,,Ghaziabad – 201002,,,,"Moksha’ scheme,",,,,
,,,,,,"Green cremation, 26",,,,
,,,,,,"units in Delhi, Mumbai",,,,
,,,,,,& Gujarat,,,,
23,480,"Madhav Samarpan Samiti, ",,Narottam Kumar Garg,gargnkg51@gmail.com,,,,,
,,"Shankar Ashram, ",,"-09927003421, ",,,,,,
,,"Shivaji Marg, ",,(O) 09927003421,,No detail,,,,
,,"EK Kachary Road, ",,,,,,,,
,,Meerut – 250001,,,,,,,,
24,494,"Ujagar Seva Samiti, Bijnor ",,Vipin Kumar -,rkumar.dxn@gmail.com,,,,,
,,"Mohalla Shivaji Nagar, Noorpur",,"9927059296, ",,,,,,
,,"Road, ",,(O) 09927059296,,No detail,,,,
,,Bijnour – 246701,,,,,,,,
25,495,"Vaidik Vanprasth Ashram, ",,Subhash Muni -,-,,,,,
,,"Pt. Ram Prasad Vishmil Nagar,",,"9759375614, ",,,,,,
,,"Shahpur, Budh Vihar, ",,"(O) 09412530583,",,No detail,,,,
,,"Phase II, Delhi Road, ",,9758167211,,,,,,
,,Moradabad – 244001,,,,,,,,
26,496,"Sankalp Seva Sansthan, ",,Nitin Sehgal -,sankalp.up2001@gmail.com,,,,,
,,"Kanth, Vishrampura Street,",,"9927047149, ",,,,,,
,,Muradabad – 244501,,(O) 9927047149,,No detail,,,,
,,,,,,131,,,,
27,497,"Shree Ram Charitable Trust,",,Dr. Vidit Kumar -,vkkumarvidit1@gmail.com,,,,,
,,"H.No. 37, Near Saraswati Shishu",,"8192803520, ",,,,,,
,,"Mandir, Mohalla Jatan, Bijnour – ",,(O) 08192803520,,,,,,
,,246701,,,,No detail,,,,
28,500,"Lala Prem Shankar, Panchayati",,Arvind Kumar –,rkumar.dxn@gmail.com,,,,,
,,"Gaushala, ",,"9457626160, ",,,,,,
,,"Shikeda Road, ",,(O) 09760646346,,Goshala,,,,
,,"Pilakhuwa – 245304, Hapur ",,,,,,,,
29,532,Saarvjanik Shikshonayan,,Dr Sushil Chandra,"sssansthanindia@gmail.com, ",,,,,
,,"Sansthan, ",,Trivedi – 094522,www.sssngo.com,,,,,
,,"258, Old Boarding","House, M.G.","50006, ",,,,,,
,,"Marg , Hardoi– 241 001 ",,(O) 05652 – 235215,,No detail,,,,
30,580,"Udaan Society, ",,Gyanendra Mishra –,"udaansociety@gmail.com,",,,,,
,,"H.No. 8/140, Raghuveerpuri,",,"09837067681, ",www.udaansociety.org,,,,,
,,"Masoodabad – 202001, ",,(O) 0571-6450159,FCRA,No detail,,,,
,,Aligarh Dist,,,,,,,,
31,582,"Rashtriya Lok Kalyan Seva Trust, ",,Sonu Panchal -,"rlkstrust@gmail.com,",,,,,
,,"Vill & Po Khatta, Prahladpur, ",,"08755396796, ",sonupanchal491@gmail.com,,,,,
,,Baghpat – 250615,,(O),9759546031,,,,,
,,,,,,No detail,,,,
32,626,KPS Educational & Welfare,,Kripal Singh -,kpseducationalwelfaretrust@gmail.co,,,,,
,,"Trust, Gram Post – Hasanpur, ",,"9837881671, ","m, ",,,,,
,,Hapur Dist - 245201,,"(O) 09457292128,",kripalsinghkhare@gmail.com,No detail,,,,
,,,,9457292821,,,,,,
33,627,"Shree Ram Ganga Gaushala, ",,Shyam Sundar,giftland59@rediffmail.com,,,,,
,,"Near Hathiwala Mandir,",,Agarwal –,,,,,,
,,Moradabad – 244001,,"9837047930, ",,Gaushala,,,,
,,,,(O) 9837047930,,,,,,
34,634,Nav Durga Mahila Seva,,Smt Archna Kaushik -,-,,,,,
,,"Sansthan, ",,"09759298546, ",,◆,,,,
,,"New Pannapuri, Shakti Nagar, ",,(O),9258846950,No detail,,,,
,,"Do Transformer Waligali, ",,,,,,,,
,,Hapur – 245101,,,,,,,,
,,,,,,132,,,,
35,635,"Soham Sewa Trust, ",,Vishal Agrawal-,"snhbsr@gmail.com, ",,,,,
,,"238, K.P.Road, ",,"8126580400, ",sohamhosp@yahoo.co.in,,,,,
,,Bulandshahar – 203001,,"(O) 05732-257771,",,No detail,,,,
,,,,253430,,,,,,
36,636,"Nav Chetna Jagriti Trust, ",,Manish Manglik -,camaneeshmanglik@gmail.com,,,,,
,,"Maa Bhagwati Sadan, ",,"09412228999, ",,,,,,
,,"Near TVS Showroom, ",,(O),9927892910,No detail,,,,
,,"Raje Babu Road, ",,,,,,,,
,,Bulandshahar – 203001,,,,,,,,
37,637,"Sri Panchayati Gaushala, ",,Ashok Kumar Chariya,"gaushalahapur@gmail.com, ",,,,,
,,"Garh Road, ",,"- 0941222077, ",www.gaushalahapur.com,,,,,
,,Hapur – 245101,,(O),0122 – 2335498,Gaushala,,,,
38,657,Research & Relief Education,,Navin Pradhan Kumar,"info@rarindia.org, ",,,,,
,,"Society, ",,"-09997177704, ",www.rarindia.org,◆,,,,
,,"Vill – Gagsona, ",,"(O) 0121 – 6525408,",FCRA,"SHG, Medicinal plants",,,,
,,"Post Phalawda, ",,9997177704,,"– free distribution,",,,,
,,Dist,Meerut – 250401,,,organic and,,,,
,,,,,,"sustainable farming,",,,,
,,,,,,"water conservation,",,,,
,,,,,,"rural development,",,,,
,,,,,,training and health,,,,
39,663,"Keshav Seva Samity, ",,Shyam Narayan,shyamnarayanagrawal2@gmail.com,,,,,
,,"c/o. Citizen Locks (India), ",,Agarwal-,,,,,,
,,"Sasni Gate, Bye Pass Road, ",,"09412274375, ",,No detail,,,,
,,Aligarh – 202001,,(O),9412274375,,,,,
40,794,Aksharam Educational &,,Abhishek Dwivedi –,"krishnathegreat7@gmail.com, ",,,,,
,,"Welfare Society, ",,"09628804333, ",krishnathegreat@gmail.com,,,,,
,,"492,Bait Ganj, Near Maharaj",,(O),9415175866,No detail,,,,
,,"Singh Park, Baba Mandir Road,",,,,,,,,
,,Hardoi - 241001,,,,,,,,
,,Paschim,Maharashtra,,,,,,,
1,7,R.S.S. Jankalyan Samiti,,Shailendra Borkar-,"rssjankalyan@yahoo.co.in,",   ◆,,,,
,PPS,"(Maharashtra), Pune ",,"9422085947, ",www.rssjankalyansamiti.org,Blood Banks,,,,
,,,,,,133,,,,
,,"Bhageshwar Niwas, ",(O),"020 – 24334071,",FCRA,,,,,
,,"1609, Sadashiv Peth , ",24324071,,,,,,,
,,Pune – 411030,,,,,,,,
2,63,"Pakhar Sankul, Sholapur ",Manjushri Kulkarni -,,pakhar_sankul@rediffmail.com,,,,,
,,"157, South Kasba, ","09850438387, ",,,◆,,,,
,,"Sri Shubhray Maharaj Math, ",(O),"0217-2321466, ",,Matruchhaya &,,,,
,,"Datta Chowk, ",9850978701,,,Adoption centre,,,,
,,Solapur - 413007,,,,,,,,
3,274,Swargiya Nana Palakar Smriti,Naresh Karpe -,,"vijay.surajya@gmail.com,karpenaresh",,,,,
,,"Samitee, ","9822028109, ",,"@gmail.com,naresh@sajag.co.in ",,,,,
,,C/o. Surajya Sarvangin Vikas,(O) 020 – 64009644,,,No detail,,,,
,,"Prakalp, office No.23/24,",,,,,,,,
,,"Surabhi Complex, ",,,,,,,,
,,"Mah. Housing Board, Yerwada,",,,,,,,,
,,Pune - 411006,,,,,,,,
4,276,Dharmavir Sambhaji Raje,Somnath Kulkarni -,,somnathkulkarni471@yahoo.in,,,,,
,,"Pratishtan, ","9657147675, ",,,,,,,
,,"Panchkroshi, Kapoorvhol, ",(O) 9657147675,,,No detail,,,,
,,"Taq Bhor, Dist Pune- 412205 ",,,,,,,,
5,280,"Udhyog Vardhini, ",Chandrika Chauhan –,,"chandrika@yahoo.com,",,,,,
,,"157, Dakshin Kasba, ",9422069455,,"udyogvardhini@gmail.com,",◆,,,,
,,"Sri Shubhray Maharaj Math, ",,,http://www.udyogwardhini.com,"SHG, Food processing",,,,
,,"Dutt Chowk,",,,,"centre, Self",,,,
,,Solapur – 413007,,,,Employment Centre,,,,
,,,,,,for blind & disabled,,,,
6,292,"Seva Vardhini, ",Pramod Kulkarni -,,"accounts@sevavardhini.org, ",,,,,
,,"390, B - 1, Narayan","9423580535, ",,"sevavardhini@gmail.com,",,,,,
,,,,,,,,,,
,,"Peth,”Dattadham” Apartments,",(O),020 – 24433606,"ceo@sevavardhini.org, ",,,,,
,,,,,,No detail,,,,
,,"Rashtrabhasha Bhavan Lane,",,,www.sevavardhini.in,,,,,
,,"Narayanpet, ",,,,,,,,
,,Pune - 411030,,,,,,,,
7,295,Guruvarya Dadoji Kondadev,Uday,Purandare -,"ajaypurandare31@gmail.com,",,,,,
,,"Pratishthan, ","9921096905, ",,www.toranarajgadnyas.org,,,,,
,,,,,,134,,,,
,,"At & Po – Shivapur, ",,(O) 9763907847,,Coaching centres for,,,,
,,"Tq. Haweli TQ, ",,,,students,,,,
,,Dist Pune-412205,,,,,,,,
8,297,Torana Rajgarh Parisar,,Rajeev Joshi-,"rajeevjoshi@gmail.com,",,,,,
,,"Samajonati Nyas, ",,"9422505353, ",www.toranarajgadnyas.org,"Boys hostel, ",,,,
,,"Vill., Po & Tq. Velhe, ",,(O) 02130 – 221450,,Arogya Rakshak,,,,
,,Dist Pune - 412212,,,,,,,,
9,348,"Swa – Roopwardhinee, ",,S.R. Patwardhan-,"wardhinee@gmail.com, ",,,,,
,,"22/1, Mangalwarpeth, ",,"9822675765, ","kanji@mariwala.com, "," SHG,",,,,
,,"Parge Chowk, ",,"(O) 020 – 26121704,","ship12158@gmail.com, ",Vocational training,,,,
,,Pune - 411011,,"26134310,",www.swaroopwardhinee.org,"courses, Computer",,,,
,,,,9011386386,FCRA,"training,",Self study,,,
,,,,,,"centre, ",,,,
,,,,,,Plumbing course for,,,,
,,,,,,"ladies, Sports",,,,
,,,,,,"competition, Youth",,,,
,,,,,,conferences,,,,
10,350,Chaitanya,Mauli Vishwastha,Jaya Daftardar –,"chaitnya@yahoo.com,",,,,,
,,"Mandal, ",,"9404288767, ",www.chaitanyamaouli.org, ,,,,
,,"Joshi Kaka Niwas, ",,(O),0233 – 2310919,Palna Ghar – for small,,,,
,,"Panchshil Nagar, ",,,,children,,,,
,,Sangli - 416416,,,,,,,,
11,351,Apang Kalyankari Shikshan,,Lata Tai Bankar –,"apkalyan_sanstha@rediffmail.com,apk",,,,,
,,"Sanstha va Sanshodhan Kendra, ",,"09890117234, ","alyan1956@rediffmail.com,",,,,,
,,(The Society For The Welfare Of,,(O) 020 –,www.swph.org,Residential Special,,,,
,,The Differently Abled Persons,,26820987/1653,,School for Boys & Girls,,,,
,,(Physically Handicapped),,,,", Vocational training,",,,,
,,"Education & Research Centre),",,,,Artificial limbs,,,,
,,"Wanwadi, Pune -",411040,,,Providing,for,needy,,
12,361,Bhatke Vimukta Vikas,,Gajanan Dharne -,grdharane@yahoo.co.in,,,,,
,,"Pratishthan, ",,9422069389,,,,,,
,,"c/o. Gajanan Dharne, ",,,,No detail,,,,
,,,,,,,,135,,
,," Pandhe Apartment,",,,,,,,,
,,"SamratChowk, Solapur,",,,,,,,,
,,Maharashtra - 413001,,,,,,,,
,,"Ph: 0217 - 2325369, ",,,,,,,,
,,9225104312,,,,,,,,
13,362,"Seva Bharati, Ichalkaranji ",,Kailash Goyal –,"sevabharatiichalkaranji@gmail.com,",,,,,
,,"Sona Parvati Sadan, ",," 0230 – 2435527, ",www.sevaichalkaranji.org,◆,,,,
,,"Tilak Path, Gujari Corner, ",,"(O) 0230 – 2430435,",,"Ambulance,",Mobile,,,
,,"Ichalkaranji - 416 115, ",,9326010171,,medical centre,,,,
,,Dist,Kolhapur,,,,,,,
14,381,Rashtriya Sarvangin Gramvikas,,Anil. P. Vyas -,"anilvyas@gmail.com,",,,,,
,,"Sanstha, ",,"9422366714, ",www.melshigramvikas.org,,,,,
,,"A/1, Keshar Society, ",,(O),020 – 25464661,"School, 3 hostels ",,,,
,,Behind,"Jog Hospital, Pande",,,"SHG, Vocational",,,,
,,"Road, Pune – 411038 ",,,,Training,,,,
15,445,"Seva Sanstha WAI, ",,P.L. Sonpakki-02167-,sevasansthawai@gmail.com,,,,,
,,"452 A -1 Ganpati Ali, Wai, ",,"220754, 09422604358,",,,,,,
,,Dist Satara – 412803,,(O) 02167-220754,,No detail,,,,
16,446,Swargiya Tatya Bapat Smruti,,Ramesh Karpe-,bhargav.sadan@gmail.com,,,,,
,,"Samiti, Pune ",,"02024450113, ",,◆,,,,
,,"Bhargav Sadan, Prestige",,"09822433276, ",,SHG,,,,
,,"complex, Building No.-3,",,(O) 020-24450113,,,,,,
,,"Chinchwad Station, ",,,,,,,,
,,Pune -,411019,,,,,,,
17,459,"Janaseva Nyas, ",,Chetan Kulkarni –,"kchetan2002@yahoo.com, ","Education, Social ",,,,
,,"117, Janaseva Bhavan, ",,"09890652336, ",janaseva.nyas@gmail.com,,,,,
,,"Near Vitthal Mandir, Hadapsar,",,(O) 020 - 26810261,,,,,,
,,"Pune - 411028, Maharashtra ",,,,,,,,
18,734,Mata Balak Utkarsha Pratishthan,,Dr Sanjeevani S,"matabalak@yahoo.co.in, ",,,,,
,,"Deshpande Galli, Near Kelkar",,"Kelkar-9421063826, ",www.matabalak.org,◆,,,,
,,"Hospital, Sangola,- 413307,",,(O),"02187-220741,",FCRA,Traininf for Adolscent,,,
,,Distt.Solapur,,"221073, 7588222250, ",,"Girls, Introduction of",,,,
,,,,9421063826,,Basic Technology,,,,
,,,,,,136,,,,
,,,,,,training programme,,,,
,,,,,,"(IBT),”Kalyani”",,,,
,,,,,,"Training, ",,,,
,,,,,,"SHG, Family",,,,
,,,,,,"counselling centre,",,,,
,,,,,,"Kishori Vikas, Health",,,,
,,,,,,awareness camp,,,,
19,825,Vyankatesh Bapat Charitable,Prashant Soman –,,"vbctorg@gmail.com, www.vbct.in ",,,,,
,,"Trust,Bapat Bungalow, Near","07875766040, ",,,Coaching centre,,,,
,,"Philomina School, Jail Road,",(O),0253 – 2466068,,,,,,
,,"Nasik Road, Nasik – 422101 ",,,,,,,,
,,PUNJAB,,,,,,,,
1,26,"Seva Bharati, Chandigarh ",Somnath Agrawal –,,"ykb1@connectzone.in,",,,,,
,PPS,"Sewa Dham, ","09814193129, ",,"sewabharti_chd@yahoo.co.in, ",◆,,,,
,,"Sector 29 – A, Plot No.1, ","(O) 0172 - 2651306,",,www.sewabhartichd.org,"Matruchhya, mobile",,,,
,,Chandigarh – 160030,2654935,,,"hospital, bal Sanskar",,,,
,,,,,,"Kendra, shishu",,,,
,,,,,,"Mandir,",,,,
,,,,,,"physiotherapy centre,",,,,
,,,,,,"dental clinic, homeo",,,,
,,,,,,"dispensary, tailoring",,,,
,,,,,,centre,,,,
2,368,Gram Seva & Viklang Sahayata,Krishanmurari -,,"anilmour@yahoo.in, ",,,,,
,,"Sanstha, ","9413320072, ",,"anilmaur@yahoo.in, ",,,,,
,,"Kiran Hospital Complex, ",(O),01655 – 231700,www.gramsevasanstha.org,Women,,,,
,,"Factory Road, Maur Mandi, ",,,,"empowerment,",,,,
,,Dist Bathinda – 151509,,,,handicapped,,,,
,,,,,,rehabilitation centre,,,,
3,473,Shaheed Ajay Mahajan Sewa,Sanjeev,Mahajan –,"sanjeevmailmahajan@rediffmail.com, ",,,,,
,,"Sansthan, ","9417604442, ",,sewavibaghrss@gmail.com,,,,,
,,"Backside, Arya Boys School,",(O),"09417055825, ",,"Dispensary, Library, ",,,,
,,"Dalhouji Road, ",0186 - 2233914,,,Computer Centre,,,,
,,Pathankot - 145001,,,,,,,,
4,617,"Gaushala Samiti, ",Surjit Singh –,,kumarsushil1957@gmail.com,,,,,
,,,,,,137,,,,
,,"Vill Durang Khad, Post Karoli ",,"7508603701, ",,,,,,
,,Dist Pathankot -145001,,(O),7508603701,"Goshala, ",,,,
,,,,,,Sanskar Kendra,,,,
5,618,Mata Dayavanti Charitable,,Sanjeev –,-,,,,,
,,"Society, ",,"9417604442, ",,,,,,
,,"Vill New Gugran, ",,(O) 09212284387,,Disepnsary,,,,
,,"Back Side Power House Colony,",,,,,,,,
,,"Madhopur Road, Sujanpur, ",,,,,,,,
,,Dist Pathankot – 145001,,,,,,,,
6,619,"Pathankot Vikas Manch, ",,Dinesh Modgil -,-,,,,,
,,"Gandhi Chowk, ",,"9888284511, ",,,,,,
,,Pathankot -145001,,(O) 09478755606,,Social welfare society,,,,
7,621,"Gau Sewa Samiti, ",,Arun Bhasin -,rajinder.mahajan@outlook.com,,,,,
,,"Gaushala Road, ",,"7508525380, ",,,,,,
,,Near Khaddipul,,"(O) 09814858828,",,Gaushala,,,,
,,Pathankot -145001,,9888030681,,,,,,
8,622,"Gaudham Sansthan, ",,Sunil Kumar -,aceptk@hotmail.com,,,,,
,,"Vill & Po – Bhoa, ",,"09417280419, ",,,,,,
,,Teh & Dist,,(O),7837105590,Gaushala,,,,
,,Pathankot – 145025,,,,,,,,
9,651,Madhav Rao Muley Smarak,,Yashpal Gupta -,"mahabirnaharia54@gmail.com,",,,,,
,,"Samity, ",,"09872222617, ",ypgbrrm@gmail.com,,,,,
,,"258, Madhav Sadan, ",,(O),"09478151519, ","SHG,Hospital,Seva",,,,
,,"Dr. Shyam Singh Road, ",,0161- 4604123,,Kendra,,,,
,,"Civil Lines, Ludhiana",-141001,,,,,,,
10,659,Dr. Hedgewar Janma Shatabdi,,Yashpal Gupta -,ypghrrm@gmail.com,,,,,
,,"Sewa Samity, Ludhiana ",,"09814020479, ",,,,,,
,,"258, Madhav Sadan, ",,(O),0161 - 2555111,No detail,,,,
,,"Dr. Sham Singh Road, ",,,,,,,,
,,Ludhiana - 141001,,,,,,,,
11,660,Swabhimaan Educational,,Sanjay Maheshwari -,ran2020@hotmail.com,,,,,
,,"Society, ",,"09988824432, ",,,,,,
,,"3012, Gurdev Nagar, ",,(O),9988824432,No detail,,,,
,,,,,,138,,,,
,,Ludhiana - 141001,,,,,,,,
12,823,"Red Swastik Society, ",,Himanshu Ranjan –,,"redswastikldh@gmail.com, ",,,,
,,H.No.,"B1 - 951/1, ","09417655576, ",,www.redswastik.org,"Medical camps,",,,
,,"Deep Nagar,","Street No.7, ",(O),0161 – 2301430,,Financial support to,,,
,,"Civil Lines, Ludhiana – 141001 ",,,,,"poor girls marriage,",,,
,,,,,,,"AIDS awareness,",,,
,,,,,,,"Traffic rule awarness,",,,
,,,,,,,"De addiction camps,",,,
,,,,,,,SHGs,,,
,,TAMILNADU North,,,,,,,,
1,70,"Seva Bharathi, Tamilnadu ",,R. Rajesh,,"sevabharathitn@rediffmail.com, ",,,,
,PPS,"79 – Alagappa Road, ",,Vivekanathan – 98402,,www.sevabharathitn.org,"Hostel for Boys, SHGs,",,,
,,"Purasai wakkam, ",,"60631, ",,,"Anbu Illam, free",,,
,,Chennai – 600084,,"(O) 044 - 26424076, ",,,"tuition centres,",,,
,,,,9444777106,,,"cultural classes, first",,,
,,,,,,,"aid, medical clinic",,,
,,,,,,,"homeo, girls hostel,",,,
,,,,,,,children swings,,,
2,195,Ashok Nagar Anjaneya Baktha,,R Krishnamoorthy –,,elango74@gmail.com, ◆,,,
,,"Sabha, ",,"09444444402, ",,,"Counselling centre,",,,
,,"53rd Street, Ashok Nagar,",,(O) 044 – 24716010,,,"free tuition centre,",,,
,,Chennai – 600083,,,,,"Annadhanam, medical",,,
,,,,,,,"camps, free tailoring",,,
,,,,,,,training centre,,,
3,206,Sri Niveditha Seva Trust,,J.C. Indumathi –,,nivedithaseva@yahoo.com,,,,
,,"No.3/401, Narasamma Colony,",,"09443982835, ",,,  ◆,,,
,,"NH-7, ",,"(O) 04567 – 222295, ",,,2 Hostels for girls,,,
,,"Krishnagiri Road, ",,"0434 – 4266639, ",,,,,,
,,"Hosur – 635109, ",,"245539, 09842727642 ",,,,,,
,,Dist. Krishnagiri,,,,,,,,
4,448,Sri Samayavalli Thayar,,P.R. Govardhanan-,,srisamayavallithayaranbuillam@gmail.,,,,
,,"Anbuillam, ",,"09443470176, ",,com,Girls Hostel,,,
,,"32/24, 24 A - Kamaraj Salai, ",,(O) 09443470176,,,,,,
,,"2nd Street, Krishnapuram, ",,,,,,,,
,,,,,,,139,,,
,,Ambur – 635802,,,,,,,,
5,450,"Sri Saradha Nikethan, ",M. Ravishankar -,,ssnikethanhosur@gmail.com,,,,,
,,"70, Ganga Madhav, ","9092344835, ",,,,,,,
,,"Ramar Koil Street, ",(O) 04344 – 262526,,,Boys Hostel,,,,
,,"Near Bus Stand, ",,,,,,,,
,,"Mathigiri, Hosur – 635110 ",,,,,,,,
6,534,"Sewa Bharati Hosur, ",K.V.Sivakumar -,,"ssnikethanhosur@gmail.com,",,,,,
,,"c/o. Saradha Niketan, ","9566636237, ",,www.sevabharathitn.org,,,,,
,,"No.70,Ganga Madhav, ",(O) 9092344835,,,Free distribution of,,,,
,,"Mathigiri, Hosur, ",,,,"cloths and note books,",,,,
,,Krishnagiri Dist – 635110,,,,free tuition to needy,,,,
,,,,,,"peoples, blood",,,,
,,,,,,donation camps,,,,
7,581,"Samarpanam Sevai Maiyam, ",K.Gnanaguru –,,vselvarajfca@gmail.com,Hostel for poor boys,,,,
,,"28,Ground Floor, Hayagrivar Koil","09443334610, ",,,"9th to 12 th std, ",,,,
,,"Street, Ramakrishna Nagar,",(O),"2334612,",,Tuition centres – 15,,,,
,,Pondicherry – 605003,9443334610,,,,,,,
8,587,Malliguda Educational & Social,Siddalingamahaswami,,-,,,,,
,,"Cultural Trust, ","-9486464889, ",,,,,,,
,,"Sri Jangam Matha, ",(O),9486218103,,School & hostel for,,,,
,,"Nagasandra & Bellur village,",,,,poor children,,,,
,,"Duddaubbanur – 635118,",,,,,,,,
,,Krishnagiri Dist,,,,,,,,
,," (ii) Naga Santra, Jangama Mata",,,,,,,,
,,"Village, Ubbanur Post, denkani",,,,,,,,
,,"Kottai (Taluk), Krishnagiri Dist ",,,,,,,,
9,671,Sri Dhanvanthri Ashramam,S Sundararajan –,,"sridhanvanthriashram@gmail.com,",,,,,
,,"Trust, ","09360532263, ",,www.sridhanvanthriashramam.com,,,,,
,,"25/111, Greenways Road, ",(O),8220162955,,Neurotherapy,,,,
,,"Fair Lands, Salem – 636016 ",,,,"treatment centre,",,,,
,,,,,,Nachiketan special,,,,
,,,,,,"centre for MR childs,",,,,
,,,,,,Training,students in,,,
,,,,,,140,,,,
,,,,,,,LMNT and inculating,,,
,,,,,,,the spirit,,,
10,674,"Jana Seva Trust, ",,R Mohan Kumar –,,sivaramjibloodbank@gmail.com,,,,
,,"15,Thangasengodan Street, ",,"09443092796, ",,,,,,
,,"Ammapet, Salem – 636003 ",,(O) Paari -,,,Blood bank,,,
